game_id,matchup,abbr,attendance,conference_game,game_date,neutral_site,venue_id,venue_name,venue_city,venue_state,broadcast_type,network
401531849,Georgia State Panthers at Coastal Carolina Chanticleers,GAST @ CCU,15248,True,2023-09-21T23:30Z,False,3654,Brooks Stadium (SC),Conway,SC,TV,ESPN
401520266,Wisconsin Badgers at Purdue Boilermakers,WIS @ PUR,55529,True,2023-09-22T23:00Z,False,3907,Ross-Ade Stadium,West Lafayette,IN,TV,FS1
401525505,NC State Wolfpack at Virginia Cavaliers,NCSU @ UVA,42979,True,2023-09-22T23:30Z,False,3923,Scott Stadium,Charlottesville,VA,TV,ESPN
401532583,Boise State Broncos at San Diego State Aztecs,BOIS @ SDSU,23374,True,2023-09-23T02:30Z,False,7311,Snapdragon Stadium,San Diego,CA,TV,CBSSN
401532584,Air Force Falcons at San José State Spartans,AFA @ SJSU,16124,True,2023-09-23T02:30Z,False,3935,CEFCU Stadium,San Jose,CA,TV,FS1
401520252,UAB Blazers at Georgia Bulldogs,UAB @ UGA,92746,False,2023-09-23T23:30Z,False,3917,Sanford Stadium,Athens,GA,TV,ESPN2
401520260,Rutgers Scarlet Knights at Michigan Wolverines,RUTG @ MICH,109756,True,2023-09-23T16:00Z,False,3558,Michigan Stadium,Ann Arbor,MI,TV,BTN
401525844,Texas Longhorns at Baylor Bears,TEX @ BAY,49165,True,2023-09-23T23:30Z,False,4727,McLane Stadium,Waco,TX,TV,ABC
401525507,Florida State Seminoles at Clemson Tigers,FSU @ CLEM,81500,True,2023-09-23T16:00Z,False,3836,"Memorial Stadium (Clemson, SC)",Clemson,SC,TV,ABC
401524014,USC Trojans at Arizona State Sun Devils,USC @ ASU,54166,True,2023-09-24T02:45Z,False,3947,Mountain America Stadium,Tempe,AZ,TV,FOX
401521330,Ohio State Buckeyes at Notre Dame Fighting Irish,OSU @ ND,77622,False,2023-09-23T23:30Z,False,3855,Notre Dame Stadium,Notre Dame,IN,TV,NBC
401520265,Iowa Hawkeyes at Penn State Nittany Lions,IOWA @ PSU,110830,True,2023-09-23T23:30Z,False,3632,Beaver Stadium,University Park,PA,TV,CBS
401524018,California Golden Bears at Washington Huskies,CAL @ WASH,69107,True,2023-09-24T02:30Z,False,3765,Husky Stadium,Seattle,WA,TV,ESPN
401524015,Colorado Buffaloes at Oregon Ducks,COLO @ ORE,59889,True,2023-09-23T19:30Z,False,3626,Autzen Stadium,Eugene,OR,TV,ABC
401524017,UCLA Bruins at Utah Utes,UCLA @ UTAH,52919,True,2023-09-23T19:30Z,False,587,Rice-Eccles Stadium,Salt Lake City,UT,TV,FOX
401520258,Arkansas Razorbacks at LSU Tigers,ARK @ LSU,99648,True,2023-09-23T23:00Z,False,3958,Tiger Stadium (LA),Baton Rouge,LA,TV,ESPN
401520250,Ole Miss Rebels at Alabama Crimson Tide,MISS @ ALA,100077,True,2023-09-23T19:30Z,False,3657,Bryant-Denny Stadium,Tuscaloosa,AL,TV,CBS
401524019,Oregon State Beavers at Washington State Cougars,ORST @ WSU,33111,True,2023-09-23T23:00Z,False,3820,Gesa Field,Pullman,WA,TV,FOX
401525845,Oklahoma Sooners at Cincinnati Bearcats,OU @ CIN,38193,True,2023-09-23T16:00Z,False,3854,Nippert Stadium,Cincinnati,OH,TV,FOX
