game_id,matchup,abbr,attendance,conference_game,game_date,neutral_site,venue_id,venue_name,venue_city,venue_state,broadcast_type,network
401520294,Jacksonville State Gamecocks at Middle Tennessee Blue Raiders,JVST @ MTSU,13066,True,2023-10-05T00:00Z,False,3725,"Johnny ""Red"" Floyd Stadium",Murfreesboro,TN,TV,ESPNU
401520297,Florida International Panthers at New Mexico State Aggies,FIU @ NMSU,11540,True,2023-10-05T01:00Z,False,3601,Aggie Memorial Stadium,Las Cruces,NM,TV,CBSSN
401520296,Sam Houston Bearkats at Liberty Flames,SHSU @ LIB,17100,True,2023-10-05T23:00Z,False,3992,Williams Stadium (VA),Lynchburg,VA,TV,CBSSN
401520295,Western Kentucky Hilltoppers at Louisiana Tech Bulldogs,WKU @ LT,13014,True,2023-10-06T00:00Z,False,3776,Joe Aillet Stadium,Ruston,LA,TV,ESPN
401525857,Kansas State Wildcats at Oklahoma State Cowboys,KSU @ OKST,53855,True,2023-10-06T23:30Z,False,3646,Boone Pickens Stadium,Stillwater,OK,TV,ESPN
401520301,Nebraska Cornhuskers at Illinois Fighting Illini,NEB @ ILL,46703,True,2023-10-07T00:00Z,False,3832,"Memorial Stadium (Champaign, IL)",Champaign,IL,TV,FS1
401520300,Kentucky Wildcats at Georgia Bulldogs,UK @ UGA,92746,True,2023-10-07T23:00Z,False,3917,Sanford Stadium,Athens,GA,TV,ESPN
401520303,Michigan Wolverines at Minnesota Golden Gophers,MICH @ MINN,52179,True,2023-10-07T23:30Z,False,3953,Huntington Bank Stadium,Minneapolis,MN,TV,NBC
401520303,Michigan Wolverines at Minnesota Golden Gophers,MICH @ MINN,52179,True,2023-10-07T23:30Z,False,3953,Huntington Bank Stadium,Minneapolis,MN,Streaming,Peacock
401525861,Oklahoma Sooners at Texas Longhorns,OU VS TEX,0,True,2023-10-07T16:00Z,True,499,Cotton Bowl,Dallas,TX,TV,ABC
401520307,Maryland Terrapins at Ohio State Buckeyes,MD @ OSU,104974,True,2023-10-07T16:00Z,False,3861,Ohio Stadium,Columbus,OH,TV,FOX
401525518,Virginia Tech Hokies at Florida State Seminoles,VT @ FSU,79560,True,2023-10-07T19:30Z,False,3697,Doak Campbell Stadium,Tallahassee,FL,TV,ABC
401524025,Arizona Wildcats at USC Trojans,ARIZ @ USC,62916,True,2023-10-08T02:30Z,False,477,Los Angeles Memorial Coliseum,Los Angeles,CA,TV,ESPN
